customer_id,full_name,email,phone,county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dist_fire_station_km,dist_hydrant_km,dist_police_km,dist_coast_km,dist_danube_km,dob
C-000760,Zaraza Dobre,enistor@example.org,0785 715 778,BR,Braila,Braila,393616,0.417,0.346,0.523,0.398,0.395,0.17,1.22,0.37,232.94,6.98,2001-05-30
C-000761,Dida Cristea,diaconescunicoara@example.com,0255 651 559,GJ,Gorj,Motru,881970,0.42,0.463,0.323,0.329,0.366,0.31,0.5,2.31,332.08,202.04,1975-05-05
C-000762,Domnica Gheorghiu,ialbu@example.org,0753 235 909,NT,Neamt,Roman,161659,0.348,0.462,0.43,0.5,0.455,0.06,1.43,1.51,583.77,84.24,1993-06-24
C-000763,Veronica Niță,deftimie@example.org,0232 644 212,IF,Ilfov,Voluntari,823251,0.43,0.33,0.396,0.416,0.308,0.27,4.65,13.47,232.42,114.76,1949-01-25
C-000764,Claudia Ioniță,hnistor@example.org,0728 420 165,BZB,Bucuresti,Sector 2,663900,0.652,0.333,0.212,0.371,0.308,0.21,0.31,3.56,134.25,97.76,2005-05-25
C-000765,Gherghina Dumitrescu,octavianpopa@example.com,0747 265 960,GJ,Gorj,Targu Jiu,939240,0.36,0.444,0.396,0.353,0.388,1.88,3.23,13.29,120.84,157.65,1980-01-16
C-000766,Cezara Tudor,jtabacu@example.com,0728 502 727,SB,Sibiu,Sibiu,796083,0.288,0.587,0.352,0.442,0.392,0.07,4.77,3.01,343.35,197.48,1999-02-26
C-000767,Arsenie Georgescu,caanei@example.org,0723 791 033,GR,Giurgiu,Giurgiu,824765,0.439,0.374,0.559,0.396,0.364,0.75,6.41,10.14,236.01,5.99,1971-03-06
C-000768,Petre Nemeș,mazilescufelix@example.org,0729 905 504,IF,Ilfov,Chitila,340849,0.408,0.303,0.37,0.428,0.345,0.11,1.61,16.66,200.97,213.52,2001-03-12
C-000769,Georgian Tomescu,anistor@example.com,0764 868 512,CV,Covasna,Sfantu Gheorghe,801524,0.265,0.664,0.378,0.499,0.503,0.32,2.33,7.11,231.65,119.51,1973-08-11
C-000770,Ilona Stancu,idobre@example.com,0767 464 911,VS,Vaslui,Vaslui,517461,0.448,0.427,0.352,0.404,0.321,0.09,3.87,7.42,207.57,54.5,1995-06-24
C-000771,Coralia Tomescu,tabaculeana@example.org,0756 981 789,PH,Prahova,Campina,121295,0.546,0.451,0.319,0.36,0.393,0.21,0.6,2.26,497.46,30.38,1995-06-23
C-000772,Bernard Eftimie,popvincentiu@example.com,0244 371 576,IF,Ilfov,Chitila,687588,0.506,0.336,0.329,0.339,0.356,0.33,2.29,7.67,456.99,216.98,2001-11-27
C-000773,Aglaia Mocanu,predainocentiu@example.com,0720 446 306,DJ,Dolj,Bailesti,211417,0.461,0.362,0.361,0.422,0.367,0.56,0.49,1.73,579.6,332.99,1946-10-06
C-000774,Florica Mocanu,usuciu@example.com,0251 963 863,HD,Hunedoara,Deva,289269,0.314,0.622,0.312,0.458,0.479,0.36,1.51,2.26,193.45,99.39,1983-07-13
C-000775,Aurelia Stoica,elisaveta62@example.com,0786 826 312,BZB,Bucuresti,Sector 2,720274,0.682,0.289,0.226,0.397,0.361,0.37,0.76,1.71,396.19,133.3,1976-06-21
C-000776,Silviu Georgescu,udobre@example.org,0241 106 092,HR,Harghita,Odorheiu Secuiesc,297894,0.303,0.614,0.333,0.443,0.403,0.17,0.81,5.96,396.78,294.58,1946-06-17
C-000777,Mugur Nemeș,dimaluiza@example.net,0726 523 343,MM,Maramures,Sighetu Marmatiei,262729,0.359,0.604,0.334,0.459,0.43,0.93,5.1,7.24,465.92,74.37,1978-06-08
C-000778,Zina Georgescu,gheorghiuanuta@example.org,0726 091 179,TM,Timis,Lugoj,682739,0.5,0.446,0.28,0.442,0.368,0.08,1.05,1.24,150.9,283.9,1952-06-07
C-000779,Ozana Georgescu,cristeabeniamin@example.com,0765 361 706,GJ,Gorj,Targu Jiu,941150,0.439,0.459,0.346,0.373,0.321,0.83,5.2,6.78,597.43,226.35,1949-05-04
C-000780,Lia Voinea,zaraza57@example.org,0253 402 990,VS,Vaslui,Vaslui,919950,0.427,0.37,0.381,0.414,0.427,0.13,0.2,18.0,540.97,196.02,1952-02-02
C-000781,Teona Popa,isuciu@example.org,0250 841 390,DJ,Dolj,Bailesti,328106,0.378,0.336,0.417,0.366,0.331,1.17,7.14,3.98,295.61,243.4,1978-06-21
C-000782,Lioara Mocanu,eftimiealida@example.com,0247 312 447,CJ,Cluj,Turda,352910,0.458,0.405,0.308,0.367,0.366,0.11,1.89,0.45,577.39,146.63,1957-04-04
C-000783,Tiberia Stancu,marcelapopescu@example.com,0758 634 234,BC,Bacau,Moinesti,568037,0.413,0.43,0.419,0.422,0.363,0.4,1.6,2.05,367.43,117.81,2005-04-20
C-000784,Niculiță Stănescu,clementinaeftimie@example.net,0755 676 945,PH,Prahova,Sinaia,437179,0.431,0.438,0.26,0.368,0.336,0.11,1.32,0.63,531.12,93.91,1983-12-13
C-000785,Cazimir Dumitrescu,xmazilescu@example.net,0238 720 849,TM,Timis,Timisoara,505108,0.514,0.383,0.266,0.402,0.309,0.09,0.55,1.4,310.34,277.48,1970-07-10
C-000786,Andrian Ababei,dochioiugeorgia@example.com,0253 531 355,BZB,Bucuresti,Sector 1,595337,0.711,0.284,0.256,0.331,0.335,0.19,0.1,0.34,174.53,390.71,1953-11-04
C-000787,Ecaterina Aanei,adrianmarin@example.org,0752 953 816,TM,Timis,Timisoara,936908,0.582,0.449,0.273,0.36,0.332,0.13,0.22,0.97,144.19,47.87,1962-07-28
C-000788,Ionuț Eftimie,stancueva@example.net,0727 196 655,BH,Bihor,Alesd,721606,0.357,0.358,0.299,0.43,0.319,0.07,2.27,3.09,178.05,296.23,1957-03-10
C-000789,Frederic Popescu,gheorghiulia@example.org,0245 729 596,CJ,Cluj,Dej,938303,0.549,0.436,0.234,0.418,0.401,0.57,0.66,1.76,381.84,217.98,1959-08-08
C-000790,Paraschiva Ababei,daanei@example.com,0246 608 805,GJ,Gorj,Motru,731158,0.434,0.438,0.344,0.299,0.388,0.14,4.98,4.65,194.74,160.85,1985-04-29
C-000791,Edmond Diaconescu,robertina45@example.com,0769 185 790,GL,Galati,Tecuci,205560,0.446,0.385,0.522,0.439,0.321,0.1,4.46,0.45,427.46,5.28,1969-06-26
C-000792,Frederic Tomescu,mocanuruxanda@example.org,0233 300 215,BN,Bistrita-Nasaud,Bistrita,246276,0.15,0.313,0.191,0.2,0.233,0.17,7.38,3.61,541.35,169.38,1998-12-21
C-000793,Ludovica Dobre,dumitrescuveronica@example.com,0747 004 010,IS,Iasi,Pascani,791818,0.529,0.392,0.284,0.373,0.33,0.21,0.41,0.67,112.11,397.75,2004-05-16
C-000794,Nadia Marin,rnemes@example.net,0251 297 125,AG,Arges,Curtea de Arges,843172,0.429,0.411,0.368,0.404,0.402,0.36,4.94,6.91,507.28,201.35,1999-01-02
C-000795,Teodor Oprea,puscasunadia@example.org,0743 774 573,CJ,Cluj,Dej,541593,0.463,0.429,0.272,0.407,0.346,0.09,0.7,1.71,333.57,129.69,1950-06-28
C-000796,Clementina Mazilescu,qflorea@example.net,0733 311 703,IF,Ilfov,Chitila,890572,0.481,0.328,0.304,0.334,0.356,0.28,1.85,9.23,578.37,105.4,1945-07-14
C-000797,Dumitru Nemeș,popescucedrin@example.com,0256 988 547,BC,Bacau,Moinesti,417712,0.401,0.355,0.389,0.377,0.351,0.2,2.99,18.0,579.92,374.67,1985-12-27
C-000798,Elodia Ene,mugureloprea@example.net,0758 363 146,GJ,Gorj,Targu Jiu,305710,0.424,0.407,0.337,0.355,0.374,1.39,7.5,1.64,340.09,395.39,1955-01-19
C-000799,Nichifor Tomescu,dinumalvina@example.org,0732 130 724,BZB,Bucuresti,Sector 5,863966,0.731,0.333,0.209,0.389,0.299,0.14,0.61,0.73,134.5,112.26,1946-07-04
C-000800,Tudora Georgescu,stancuariadna@example.com,0771 326 868,DB,Dambovita,Targoviste,112648,0.423,0.37,0.358,0.356,0.376,0.16,3.82,9.99,511.59,385.88,1965-09-24
C-000801,Norica Mocanu,ardeleansimina@example.com,0734 634 362,MS,Mures,Reghin,960856,0.341,0.487,0.265,0.344,0.369,0.29,3.44,16.67,249.63,102.41,1982-02-17
C-000802,Ilarie Niță,voineaanamaria@example.net,0261 131 009,SM,Satu Mare,Carei,564914,0.428,0.347,0.318,0.456,0.303,0.18,2.02,0.95,349.75,371.41,1961-06-22
C-000803,Iurie Diaconescu,dochiatabacu@example.net,0736 666 134,BZ,Buzau,Ramnicul Sarat,196467,0.439,0.395,0.418,0.353,0.389,1.09,5.75,6.24,168.76,190.61,1975-11-25
C-000804,Lavinia Mazilescu,tudoritasuciu@example.com,0734 012 897,BT,Botosani,Botosani,964072,0.348,0.391,0.42,0.376,0.412,0.1,3.62,10.21,253.49,123.13,1991-04-08
C-000805,Henrieta Manole,dobrecrenguta@example.com,0751 207 650,BV,Brasov,Sacele,735529,0.27,0.563,0.333,0.468,0.477,0.28,0.61,18.0,157.29,391.83,1955-11-21
C-000806,Cerasela Dobre,suciuilinca@example.com,0744 073 710,TM,Timis,Sannicolau Mare,615449,0.472,0.361,0.284,0.39,0.368,0.49,0.54,0.8,506.21,235.49,1996-04-18
C-000807,Luminița Pușcașu,wdobre@example.org,0242 145 775,BZB,Bucuresti,Sector 2,774536,0.729,0.326,0.246,0.396,0.373,0.09,0.45,0.52,514.09,88.77,2007-01-23
C-000808,Zeno Popescu,ionelapop@example.org,0764 458 971,BC,Bacau,Moinesti,897869,0.4,0.344,0.427,0.442,0.402,0.11,0.47,7.35,247.05,131.31,1961-09-17
C-000809,Floare Nistor,tudorcristofor@example.com,0756 039 653,CJ,Cluj,Dej,145535,0.467,0.365,0.299,0.348,0.396,0.9,0.26,0.1,469.82,37.88,1991-08-07
C-000810,Zenovia Toma,gheorghiusafta@example.net,0746 782 455,CL,Calarasi,Oltenita,147925,0.448,0.298,0.474,0.391,0.366,0.2,1.9,1.87,287.48,9.19,1969-05-04
C-000811,Octaviana Ioniță,albutheodor@example.net,0762 916 795,AG,Arges,Pitesti,173536,0.346,0.343,0.336,0.415,0.409,1.62,0.43,18.0,225.61,222.12,1962-11-16
C-000812,Georgel Voinea,popdaniel@example.net,0267 982 474,BZB,Bucuresti,Sector 6,883552,0.621,0.348,0.198,0.3,0.3,0.09,0.11,1.26,357.36,175.74,1948-10-10
C-000813,Alida Pop,eftimieevelina@example.net,0245 074 065,IS,Iasi,Pascani,567973,0.545,0.388,0.363,0.353,0.374,0.05,0.39,0.1,143.98,128.24,1986-04-20
C-000814,Aura Georgescu,mazilescuinocentiu@example.net,0728 821 423,DB,Dambovita,Targoviste,987453,0.392,0.368,0.383,0.364,0.325,0.22,2.14,18.0,456.28,315.25,1971-12-04
C-000815,Petruța Ene,popailona@example.org,0729 666 144,MS,Mures,Sighisoara,619903,0.303,0.434,0.32,0.353,0.369,0.42,1.93,14.57,105.78,188.31,1982-04-26
C-000816,Mădălin Niță,cristobalvoinea@example.org,0262 268 344,VL,Valcea,Dragasani,426897,0.408,0.436,0.358,0.327,0.392,0.07,0.99,1.97,304.18,105.51,1950-02-05
C-000817,Leordean Dochioiu,codrin12@example.net,0749 585 756,BZB,Bucuresti,Sector 2,747682,0.694,0.359,0.228,0.344,0.317,0.12,0.25,2.52,388.44,338.03,1974-02-05
C-000818,Dorel Ababei,xababei@example.com,0241 294 398,BZB,Bucuresti,Sector 5,390272,0.756,0.355,0.196,0.333,0.32,0.67,0.72,1.33,279.03,350.28,1968-03-18
C-000819,Aurica Nistor,nistoradi@example.com,0780 870 104,BZB,Bucuresti,Sector 4,798720,0.618,0.287,0.205,0.342,0.322,0.93,0.82,0.76,327.55,294.11,1996-12-26
C-000820,Stanca Suciu,ionescuozana@example.com,0739 501 980,BH,Bihor,Oradea,863948,0.355,0.371,0.373,0.363,0.308,0.17,3.73,6.81,351.82,115.43,1988-11-26
C-000821,Maxim Popescu,enedecebal@example.com,0726 407 931,TM,Timis,Timisoara,871756,0.469,0.38,0.246,0.374,0.323,5.19,1.05,1.86,236.63,107.41,1948-12-07
C-000822,Petru Diaconu,pdiaconescu@example.org,0243 708 760,BZB,Bucuresti,Sector 1,388132,0.71,0.342,0.226,0.321,0.312,0.67,0.47,0.39,584.85,299.3,2003-01-17
C-000823,Arian Popa,floreaveniamin@example.com,0725 791 620,BC,Bacau,Bacau,464606,0.465,0.411,0.362,0.41,0.382,0.15,4.5,10.34,372.76,108.85,1956-05-07
C-000824,Henrieta Preda,edumitrescu@example.com,0267 419 754,MS,Mures,Reghin,401160,0.366,0.447,0.344,0.433,0.39,0.16,3.18,4.28,542.28,198.83,1969-05-08
C-000825,Dorinel Nistor,floare04@example.com,0245 960 940,PH,Prahova,Campina,497356,0.521,0.397,0.325,0.298,0.343,0.16,1.03,0.21,314.95,351.1,1985-05-06
C-000826,Ariadna Mazilescu,poprafael@example.com,0231 258 835,BZB,Bucuresti,Sector 1,859747,0.744,0.296,0.209,0.36,0.366,0.15,1.36,1.42,519.92,300.87,2001-07-25
C-000827,Horea Barbu,tomescudarius@example.com,0721 957 244,IF,Ilfov,Otopeni,837773,0.52,0.338,0.38,0.342,0.35,0.06,4.51,13.45,418.87,257.21,2002-11-19
C-000828,Toma Popa,eftimie92@example.net,0737 884 259,AG,Arges,Curtea de Arges,185805,0.382,0.441,0.417,0.354,0.4,0.76,7.5,3.01,239.99,47.37,2004-11-18
C-000829,Nicușor Tabacu,casandra00@example.net,0250 311 775,AG,Arges,Curtea de Arges,508255,0.423,0.424,0.339,0.415,0.361,0.88,0.27,9.29,500.6,163.68,1992-07-30
C-000830,Demetra Dochioiu,bernard10@example.net,0262 101 759,SB,Sibiu,Sibiu,621411,0.318,0.631,0.305,0.414,0.476,0.32,4.14,7.82,139.51,260.03,1984-06-23
C-000831,Ica Manole,opreaiulia@example.org,0723 983 347,MM,Maramures,Baia Mare,701917,0.342,0.626,0.334,0.399,0.435,0.07,5.88,8.18,115.51,248.35,1972-04-08
C-000832,Ludmila Dumitrescu,nitatodor@example.org,0241 901 302,SV,Suceava,Radauti,110677,0.336,0.482,0.367,0.413,0.435,0.26,4.06,18.0,573.27,46.57,2000-12-24
C-000833,Augustin Stoica,vbarbu@example.org,0730 873 397,IF,Ilfov,Chitila,620031,0.503,0.365,0.298,0.39,0.331,1.06,4.2,6.94,171.49,277.59,1976-04-04
C-000834,Sabin Stancu,barbupavel@example.com,0726 619 128,SV,Suceava,Falticeni,540468,0.349,0.45,0.344,0.468,0.405,0.48,7.5,2.66,349.58,103.19,1963-06-30
C-000835,Georgel Ene,suciunidia@example.com,0232 344 651,VL,Valcea,Dragasani,967836,0.381,0.48,0.431,0.349,0.4,0.24,4.63,3.21,249.07,320.24,1999-09-01
C-000836,Paulica Barbu,pstoica@example.net,0725 846 908,PH,Prahova,Ploiesti,725986,0.468,0.396,0.271,0.323,0.329,0.08,0.3,2.12,527.78,224.3,1988-08-24
C-000837,Nicu Popa,smarandaababei@example.org,0762 643 502,BZB,Bucuresti,Sector 1,671467,0.577,0.365,0.249,0.364,0.354,0.13,2.28,1.36,110.25,76.69,1957-07-28
C-000838,Zeno Ardelean,popescubanel@example.net,0725 051 699,CJ,Cluj,Cluj-Napoca,430960,0.559,0.392,0.26,0.344,0.38,0.47,0.25,10.38,381.49,160.04,2003-04-03
C-000839,Eliza Gheorghiu,diaconescualma@example.com,0757 356 743,TM,Timis,Sannicolau Mare,254647,0.48,0.345,0.284,0.423,0.298,0.45,0.49,0.66,402.51,248.91,1946-01-21
C-000840,Anastasia Dumitrescu,ysuciu@example.net,0730 087 066,TL,Tulcea,Tulcea,633039,0.454,0.236,0.606,0.686,0.309,0.1,3.21,9.09,24.15,1.79,1988-07-08
C-000841,Carol Stancu,diaconupavel@example.org,0725 553 560,BV,Brasov,Fagaras,408349,0.278,0.579,0.397,0.418,0.44,0.32,2.18,1.86,502.67,179.88,1959-09-17
C-000842,Octav Aanei,nistorvalentin@example.net,0235 030 102,MS,Mures,Targu Mures,904228,0.387,0.563,0.279,0.458,0.438,7.49,4.22,2.9,443.38,300.87,1972-05-02
C-000843,Ariana Manole,gheorghitaionescu@example.org,0727 671 114,SV,Suceava,Radauti,271680,0.35,0.484,0.394,0.461,0.458,2.23,1.31,7.28,414.45,361.38,2003-10-27
C-000844,Gabi Mazilescu,opreaiuliu@example.com,0740 438 458,BZB,Bucuresti,Sector 3,423281,0.72,0.329,0.222,0.323,0.323,0.1,0.54,2.43,307.88,346.32,1976-06-03
C-000845,Teodosia Nistor,rpopescu@example.org,0256 283 483,HR,Harghita,Miercurea Ciuc,174548,0.344,0.662,0.367,0.512,0.4,0.41,1.17,8.43,207.89,123.69,1952-06-09
C-000846,Anghelina Florea,wtomescu@example.com,0244 070 449,BH,Bihor,Salonta,748545,0.376,0.402,0.309,0.433,0.321,0.11,7.5,3.0,210.13,357.84,1968-11-27
C-000847,Bogdana Gheorghiu,fnemes@example.org,0767 670 336,IS,Iasi,Iasi,310031,0.542,0.341,0.294,0.353,0.331,0.26,0.28,0.87,525.65,164.04,1956-04-28
C-000848,Iustin Ardelean,alinastan@example.com,0233 954 930,BV,Brasov,Fagaras,824235,0.26,0.583,0.384,0.492,0.452,0.25,1.95,2.36,202.68,365.94,1966-03-09
C-000849,Carol Ardelean,stancujana@example.net,0729 487 699,TR,Teleorman,Alexandria,511596,0.483,0.303,0.419,0.326,0.339,0.06,6.95,8.74,247.85,37.89,1993-02-24
C-000850,Georgiana Nemeș,iflorea@example.org,0265 413 845,PH,Prahova,Campina,652084,0.561,0.397,0.286,0.351,0.341,0.16,0.56,0.53,342.88,226.78,1980-09-06
C-000851,Robert Gheorghiu,horiatudor@example.com,0721 901 495,SB,Sibiu,Medias,620102,0.283,0.6,0.366,0.368,0.377,1.05,0.54,11.96,342.33,81.87,1997-05-16
C-000852,Costache Pop,opreaadina@example.com,0234 578 360,BH,Bihor,Oradea,494972,0.451,0.407,0.311,0.449,0.338,0.43,7.5,0.83,249.1,191.34,1981-03-20
C-000853,Ofelia Tabacu,emanole@example.com,0253 444 723,BV,Brasov,Sacele,968053,0.263,0.627,0.372,0.426,0.432,0.06,1.8,13.34,145.64,175.21,1984-06-01
C-000854,Romulus Tomescu,enebetina@example.net,0234 287 950,BZB,Bucuresti,Sector 2,889025,0.639,0.342,0.251,0.378,0.363,0.08,0.11,1.17,232.24,175.07,1979-07-27
C-000855,Brândușa Georgescu,agripinavoinea@example.com,0746 093 511,IS,Iasi,Iasi,451232,0.531,0.332,0.361,0.387,0.335,0.18,0.43,2.85,442.91,68.24,1976-08-22
C-000856,Haralambie Barbu,eftimielazar@example.net,0766 616 420,CT,Constanta,Constanta,115613,0.395,0.245,0.669,0.54,0.364,0.2,2.63,8.32,12.35,18.18,1965-04-11
C-000857,Steliana Nistor,remusionescu@example.net,0233 250 429,BZ,Buzau,Ramnicul Sarat,952670,0.46,0.438,0.352,0.393,0.328,0.38,3.71,18.0,532.52,222.29,1946-04-25
C-000858,Safta Preda,tstanescu@example.com,0257 690 261,IL,Ialomita,Slobozia,775660,0.467,0.378,0.362,0.391,0.388,0.09,3.37,11.71,182.45,230.5,2004-11-17
C-000859,Mihai Preda,jtoma@example.net,0770 818 097,AG,Arges,Campulung,907884,0.438,0.403,0.398,0.33,0.414,0.44,2.13,5.79,116.61,60.01,1986-03-27
C-000860,Savina Gheorghiu,stoicaionut@example.org,0761 353 751,HD,Hunedoara,Petrosani,994607,0.303,0.569,0.327,0.469,0.398,0.23,7.04,2.82,252.9,170.85,1988-05-14
C-000861,Aurelian Mocanu,mazilescuolivia@example.net,0239 579 376,CT,Constanta,Constanta,828577,0.452,0.26,0.648,0.58,0.299,0.06,2.1,5.55,3.48,10.18,1959-03-07
C-000862,Jenel Florea,nicusor29@example.com,0266 551 166,CJ,Cluj,Cluj-Napoca,231274,0.447,0.394,0.278,0.404,0.415,0.39,0.52,1.43,294.04,151.13,1976-07-09
C-000863,Nechifor Popescu,dochioiupompiliu@example.org,0251 164 871,CT,Constanta,Mangalia,233485,0.436,0.217,0.658,0.666,0.35,0.11,1.69,0.68,21.92,13.38,1952-09-01
C-000864,Cătălin Ababei,barbucostin@example.net,0748 665 268,SJ,Salaj,Zalau,426053,0.4,0.391,0.298,0.342,0.376,0.21,2.92,11.54,557.0,364.03,1959-12-01
C-000865,Dorli Marin,ciprianalbu@example.org,0733 576 764,PH,Prahova,Sinaia,186366,0.462,0.456,0.324,0.368,0.344,0.33,0.13,0.88,354.69,184.54,1992-06-08
C-000866,Ionelia Stănescu,jcristea@example.org,0745 957 657,BH,Bihor,Alesd,789645,0.355,0.431,0.279,0.346,0.392,0.05,1.22,13.11,318.58,104.79,1955-11-03
C-000867,Dafina Ene,madalinamarin@example.org,0742 889 864,SB,Sibiu,Medias,756255,0.286,0.551,0.293,0.367,0.38,0.11,2.18,1.94,570.69,275.8,1965-01-15
C-000868,Ina Dinu,eftimieliliana@example.net,0265 995 154,IF,Ilfov,Chitila,645661,0.497,0.302,0.397,0.426,0.326,0.31,0.55,3.15,440.62,295.08,1955-02-20
C-000869,Oana Popescu,kene@example.com,0263 913 421,CL,Calarasi,Oltenita,469867,0.415,0.366,0.513,0.46,0.302,0.09,4.02,6.66,427.61,10.04,1957-09-26
C-000870,Ancuța Suciu,stanniculina@example.org,021 705 3496,CT,Constanta,Constanta,381797,0.44,0.262,0.597,0.675,0.35,0.13,1.71,13.1,14.57,21.61,1990-10-29
C-000871,Dan Ionescu,diaconulucia@example.com,0756 412 415,HD,Hunedoara,Deva,269259,0.317,0.485,0.312,0.412,0.384,0.06,4.02,6.64,439.07,141.48,1995-05-02
C-000872,Cecilia Manole,predaliviu@example.com,0751 815 061,BH,Bihor,Alesd,874608,0.399,0.351,0.326,0.427,0.363,0.27,6.23,4.42,559.34,116.47,2003-06-11
C-000873,Iuliana Stancu,tomasalomea@example.org,0261 296 334,VS,Vaslui,Barlad,524878,0.425,0.371,0.388,0.343,0.367,0.16,1.43,3.87,169.35,260.03,1974-04-28
C-000874,Iris Popescu,carminadumitrescu@example.net,0241 830 617,BZB,Bucuresti,Sector 6,334338,0.755,0.366,0.206,0.354,0.322,0.12,0.34,1.96,120.29,351.06,1979-11-04
C-000875,Ina Albu,monica96@example.net,0744 357 824,TM,Timis,Sannicolau Mare,382247,0.486,0.434,0.269,0.433,0.331,0.22,0.97,1.15,265.27,221.92,1997-09-01
C-000876,Felix Popescu,paul58@example.com,0267 131 467,TR,Teleorman,Turnu Magurele,906722,0.368,0.305,0.361,0.344,0.337,0.1,0.75,4.31,566.16,298.74,1965-03-16
C-000877,Dora Dochioiu,qmanole@example.org,0763 627 796,IF,Ilfov,Voluntari,755859,0.433,0.366,0.36,0.396,0.38,0.66,3.15,7.96,411.56,96.03,1987-12-31
C-000878,Petruța Gheorghiu,yeftimie@example.com,0237 854 566,CT,Constanta,Medgidia,907113,0.376,0.249,0.533,0.552,0.301,2.45,0.2,7.81,4.28,24.38,1995-09-03
C-000879,Angel Georgescu,gheorghiumarinela@example.net,0258 504 763,SB,Sibiu,Medias,806791,0.325,0.483,0.278,0.431,0.414,0.89,1.79,18.0,426.85,254.12,1980-10-09
C-000880,Jan Eftimie,tabacuroxana@example.com,0246 980 061,TM,Timis,Sannicolau Mare,741187,0.517,0.373,0.303,0.423,0.372,0.92,0.6,1.09,263.35,76.44,1993-11-14
C-000881,Tudorița Stancu,tomescuanamaria@example.net,0256 583 286,BC,Bacau,Onesti,781028,0.496,0.433,0.375,0.354,0.37,0.2,0.47,5.31,438.27,271.79,1998-11-13
C-000882,Petruța Dobre,leordeannistor@example.org,0740 300 081,MM,Maramures,Baia Mare,783347,0.37,0.546,0.388,0.444,0.372,0.7,2.37,4.56,192.02,30.05,1976-04-19
C-000883,Ariadna Dobre,florentaababei@example.org,0726 304 166,CJ,Cluj,Dej,441481,0.498,0.466,0.287,0.422,0.37,0.16,0.22,0.69,540.67,243.46,1952-12-20
C-000884,Codrina Barbu,predavera@example.net,0780 600 892,AG,Arges,Campulung,932658,0.425,0.401,0.415,0.396,0.319,0.16,1.56,0.35,250.24,68.35,1950-09-22
C-000885,Jana Suciu,georgianita@example.net,0732 044 731,BZ,Buzau,Buzau,102017,0.388,0.406,0.424,0.346,0.394,0.09,3.33,11.08,370.63,168.9,1961-05-09
C-000886,Zenobia Ionescu,crenguta36@example.net,0265 748 836,IL,Ialomita,Slobozia,361848,0.401,0.398,0.351,0.38,0.387,0.27,1.14,9.54,474.13,343.72,1945-10-16
C-000887,Amedeu Mocanu,cdiaconescu@example.org,0743 063 757,BZ,Buzau,Ramnicul Sarat,616577,0.35,0.387,0.379,0.361,0.389,0.79,3.92,2.62,213.13,129.53,1980-03-08
C-000888,Stana Dinu,diaconescuortansa@example.org,0256 793 126,CV,Covasna,Targu Secuiesc,803957,0.322,0.679,0.334,0.409,0.439,0.32,7.5,9.41,209.68,254.74,1983-07-18
C-000889,Ioan Stoica,ardeleansilvian@example.com,0784 452 059,GL,Galati,Galati,320230,0.415,0.429,0.467,0.421,0.337,0.09,2.88,0.73,324.54,13.1,1982-06-04
C-000890,Nicoleta Eftimie,ipopescu@example.com,0786 357 788,TR,Teleorman,Alexandria,775998,0.443,0.389,0.407,0.36,0.364,0.24,3.44,7.94,554.24,370.11,1998-10-19
C-000891,Demetra Niță,nemescarla@example.org,0250 812 371,BV,Brasov,Sacele,280532,0.273,0.646,0.364,0.533,0.425,0.27,7.5,12.1,493.05,236.13,1947-03-02
C-000892,Gabriel Dobre,ipopescu@example.net,0740 660 416,IL,Ialomita,Fetesti,395241,0.396,0.401,0.4,0.406,0.378,0.12,0.58,5.87,463.18,153.86,2007-06-09
C-000893,Ioan Manole,kmocanu@example.net,0251 248 395,SB,Sibiu,Medias,731219,0.369,0.54,0.286,0.446,0.362,0.25,0.55,5.38,226.38,183.66,1977-06-04
C-000894,Eftimie Pop,marincristea@example.org,0748 705 622,BZB,Bucuresti,Sector 5,685296,0.601,0.308,0.204,0.342,0.312,0.07,0.79,1.75,459.72,380.86,1974-05-07
C-000895,Sabrina Dumitrescu,diaconescuvaleriu@example.com,0761 109 792,CL,Calarasi,Oltenita,741992,0.454,0.332,0.483,0.424,0.318,0.06,5.33,5.6,560.27,4.38,1948-11-29
C-000896,Teodora Toma,dumitrescueugenia@example.com,0772 945 964,MS,Mures,Sighisoara,570355,0.33,0.452,0.263,0.419,0.368,0.48,5.3,5.37,320.91,305.52,1980-01-21
C-000897,Cezara Stănescu,diaconescuflaviu@example.com,0252 491 289,CT,Constanta,Mangalia,278754,0.358,0.261,0.588,0.614,0.396,0.27,2.66,8.41,16.55,18.25,1985-04-30
C-000898,Sorina Stoica,rsuciu@example.net,0725 732 033,SM,Satu Mare,Satu Mare,925051,0.42,0.386,0.357,0.368,0.314,0.09,3.43,10.24,159.27,125.61,1950-06-17
C-000899,Fabiana Dobre,uaanei@example.org,0236 287 675,IS,Iasi,Iasi,723939,0.588,0.364,0.299,0.352,0.329,0.3,0.16,3.69,306.76,270.14,1963-10-07
C-000900,Marilena Stancu,zenovia67@example.com,0269 858 193,BZB,Bucuresti,Sector 1,695060,0.594,0.3,0.249,0.379,0.402,4.17,0.15,1.32,186.93,244.95,2004-11-21
C-000901,Fabiana Niță,foprea@example.net,0262 186 520,VL,Valcea,Ramnicu Valcea,326095,0.336,0.47,0.357,0.34,0.357,0.11,1.1,3.02,201.59,140.18,1999-04-09
C-000902,Teodosia Niță,tabacuvladimir@example.org,0767 520 375,DJ,Dolj,Bailesti,895359,0.413,0.383,0.382,0.367,0.373,0.05,5.55,5.91,220.2,287.3,1977-11-04
